# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan 31 08:06:14 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,st_sp,st_spstr
3222,OGLE 2013-BLG-341L B,b,Microlensing,1,,0.883000,,,,,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,1161.00,,,0.15,,,2.32000,,,
3223,OGLE 2014-BLG-0676L,b,Microlensing,1,,4.400000,,,,,17h52m24.50s,268.102081,-30d32m54.2s,-30.548389,2220.00,,,0.62,,,982.09470,,,
3224,OGLE 2014-BLG-124L,b,Microlensing,1,,3.110000,,,,,18h02m29.21s,270.621708,-28d23m46.5s,-28.396250,4100.00,,,0.71,,,162.09000,,,
3225,OGLE 2015-BLG-0051L,b,Microlensing,1,,0.730000,,,,,17h58m39.01s,269.662537,-28d01m54.1s,-28.031694,8200.00,,,0.10,,,228.83760,,,
3226,OGLE 2015-BLG-0954L,b,Microlensing,1,,1.200000,,,,,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,600.00,,,0.33,,,1239.53700,,,
3227,OGLE 2015-BLG-0966L,b,Microlensing,1,,2.100000,,,,,17h55m01.02s,268.754250,-29d02m49.6s,-29.047111,2500.00,,,0.38,,,21.00000,,,
3228,OGLE-2012-BLG-0950L,b,Microlensing,1,,2.700000,,,,,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,3000.00,,,0.56,,,35.00000,,6.00,M V
3229,OGLE-2014-BLG-1760,b,Microlensing,1,,1.750000,,,,,17h57m38.16s,269.408997,-28d57m47.4s,-28.963158,6860.00,,,0.51,,,177.98480,,,
3230,OGLE-TR-056,b,Transit,1,1.21191890,0.023830,,77.600,1.363,0.68000,17h56m35.51s,269.147958,-29d32m21.2s,-29.539222,,15.300,6050.00,1.23,1.36,2212,441.77000,15.278,3.80,F8 V
3231,OGLE-TR-10,b,Transit,1,3.10127800,0.043400,,90.000,1.250,0.40000,17h51m28.25s,267.867708,-29d52m34.9s,-29.876361,,14.930,5950.00,1.14,1.17,,197.04600,14.011,4.20,G2 V
3232,OGLE-TR-111,b,Transit,1,4.01444630,0.047300,,88.300,1.019,,10h53m17.91s,163.324625,-61d24m20.3s,-61.405639,,15.550,5040.00,0.85,0.83,,,11.422,5.20,K2 V
3233,OGLE-TR-113,b,Transit,1,1.43247520,0.022890,,87.800,1.093,1.20000,10h52m24.40s,163.101667,-61d26m48.5s,-61.446806,600.00,14.420,4790.00,0.78,0.77,,400.44900,12.251,5.40,K4 V
3234,OGLE-TR-132,b,Transit,1,1.68986800,0.030350,,83.400,1.200,0.85000,10h50m34.72s,162.644667,-61d57m25.9s,-61.957194,2500.00,15.720,6210.00,1.30,1.32,2013,375.02000,13.450,3.50,F5 V
3235,OGLE-TR-182,b,Transit,1,3.97910000,0.051000,0.000000,85.700,1.130,,11h09m18.71s,167.327963,-61d05m42.9s,-61.095257,,,5924.00,1.14,1.14,,320.99500,12.666,,
3236,OGLE-TR-211,b,Transit,1,3.67724000,0.051000,0.000000,87.200,1.360,,10h40m14.39s,160.059951,-62d27m20.2s,-62.455601,,,6325.00,1.33,1.64,,327.35100,15.244,,
3237,OGLE2-TR-L9,b,Transit,1,2.48553350,0.030800,,79.800,1.610,,11h07m55.18s,166.979921,-61d08m46.5s,-61.146263,,,6933.00,1.52,1.53,,1430.17500,18.046,,
3238,Oph 11,b,Imaging,1,7300000.00000000,243.000000,,,,,16h22m25.21s,245.605058,-24d05m13.9s,-24.087208,125.00,,2375.00,0.02,,2175,4449.62000,,6.90,M9
3239,PH1,b,Transit,1,138.31700000,0.652000,0.070200,90.050,0.551,,19h52m51.63s,298.215108,+39d57m18.4s,39.955104,1000.00,13.718,6407.00,1.53,1.73,481,169.00000,6.180,3.00,F
3240,PH2,b,Transit,1,282.52550000,0.828000,0.410000,89.830,0.903,,19h19m03.26s,289.763590,+51d57m45.4s,51.962601,,12.620,5629.00,0.94,1.00,281,,10.120,,
3241,POTS-1,b,Transit,1,3.16062960,0.037340,,88.060,0.941,,13h34m26.13s,203.608877,-66d34m52.0s,-66.581116,1200.00,17.940,4400.00,0.69,0.59,,734.16000,10.548,5.50,K5 V
3242,PSR B1257+12,b,Pulsar Timing,3,25.26200000,0.190000,0.000000,,,,13h00m03.58s,195.014903,+12d40m56.5s,12.682353,600.00,,,,,,0.02000,,,
3243,PSR B1257+12,c,Pulsar Timing,3,66.54190000,0.360000,0.018600,,,,13h00m03.58s,195.014903,+12d40m56.5s,12.682353,600.00,,,,,,4.30000,,,
3244,PSR B1257+12,d,Pulsar Timing,3,98.21140000,0.460000,,,,,13h00m03.58s,195.014903,+12d40m56.5s,12.682353,600.00,,,,,,3.90000,,,
3245,PSR B1620-26,b,Pulsar Timing,1,,23.000000,,,,,16h23m38.22s,245.909262,-26d31m53.7s,-26.531594,,,,1.35,,,794.57500,,,
3246,PSR J1719-1438,b,Pulsar Timing,1,0.09070629,0.004400,0.060000,,,23.00000,17h19m10.07s,259.791971,-14d38m01.0s,-14.633600,1200.00,,4500.00,1.40,0.04,,382.80000,,,
3247,Pr0201,b,Radial Velocity,1,4.42640000,,0.000000,,,,08h41m43.82s,130.432596,+20d13m36.8s,20.226891,,10.520,6174.00,1.23,1.17,,,,,
3248,Pr0211,b,Radial Velocity,2,2.14610000,0.031760,0.011000,,,,08h42m11.49s,130.547882,+19d16m37.4s,19.277044,,12.060,5300.00,0.94,0.83,,,,,
3249,Pr0211,c,Radial Velocity,2,4850.00000000,5.500000,0.710000,,,,08h42m11.49s,130.547882,+19d16m37.4s,19.277044,,12.060,5300.00,0.94,0.83,,,,,
3250,Proxima Cen,b,Radial Velocity,1,11.18600000,0.048500,0.350000,,,,14h29m42.95s,217.428955,-62d40m46.1s,-62.679485,1.29,11.110,3050.00,0.12,0.14,234,,,6.55,M5.5 V
3251,Qatar-1,b,Transit,1,1.42002420,0.023320,0.000000,84.080,1.143,1.07600,20h13m31.60s,303.381672,+65d09m43.3s,65.162041,,12.843,5013.00,0.84,0.80,1418,411.27202,12.812,,
3252,Qatar-2,b,Transit,1,1.33711647,0.021530,0.000000,86.120,1.254,1.57300,13h50m37.41s,207.655866,-06d48m14.5s,-6.804028,,13.300,4645.00,0.74,0.78,1344,792.63500,14.056,,
3253,ROXs 12,b,Imaging,1,,210.000000,,,,,16h26m27.75s,246.615609,-25d27m24.7s,-25.456865,120.00,15.595,3850.00,0.87,,,5085.00000,,6.00,M0
3254,ROXs 42 B,b,Imaging,1,,157.000000,,,,,16h31m15.02s,247.812567,-24d32m43.7s,-24.545471,135.00,,,1.00,,1975,2860.00000,,6.00,M0
3255,RR Cae,b,Eclipse Timing Variations,1,4343.50000000,5.300000,0.000000,17.600,,,04h21m05.56s,65.273181,-48d39m07.1s,-48.651976,,,,0.44,,,,,6.00,M
3256,Ross 458,c,Imaging,1,,1168.000000,,,1.220,,13h00m46.58s,195.194092,+12d22m32.6s,12.375724,11.43,9.720,,,,,1997.59000,13.675,6.05,M0.5
3257,SR 12 AB,c,Imaging,1,,,,,,,16h27m19.51s,246.831300,-24d41m40.4s,-24.694553,,13.265,,,,,4131.62000,,,
3258,SWEEPS-11,b,Transit,1,1.79600000,0.030000,,,1.130,,17h59m02.00s,269.758333,-29d11m53.5s,-29.198194,8500.00,19.830,,1.10,1.45,,3082.82000,12.666,,
3259,SWEEPS-4,b,Transit,1,4.20000000,0.055000,,,0.810,,17h58m53.92s,269.724667,-29d11m20.6s,-29.189056,8500.00,18.800,,1.24,1.18,,1207.70000,9.079,,
3260,TRAPPIST-1,b,Transit,3,1.51084800,0.011110,0.000000,89.410,0.099,,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.10,18.800,2550.00,0.08,0.12,400,,1.113,,
3261,TRAPPIST-1,c,Transit,3,2.42184800,0.015220,0.000000,89.500,0.094,,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.10,18.800,2550.00,0.08,0.12,342,,1.049,,
3262,TRAPPIST-1,d,Transit,3,18.20200000,,0.000000,89.870,0.104,,23h06m29.28s,346.622013,-05d02m28.6s,-5.041274,12.10,18.800,2550.00,0.08,0.12,,,1.168,,
3263,TYC 1422-614-1,b,Radial Velocity,2,198.40000000,0.690000,0.060000,,,,10h17m06.67s,154.277798,+19d33m30.5s,19.558472,759.00,10.210,4806.00,1.15,6.85,,,,,
3264,TYC 1422-614-1,c,Radial Velocity,2,559.30000000,1.370000,0.048000,,,,10h17m06.67s,154.277798,+19d33m30.5s,19.558472,759.00,10.210,4806.00,1.15,6.85,,,,,
3265,TYC 3667-1280-1,b,Radial Velocity,1,26.46800000,0.210000,0.036000,,,,00h51m32.96s,12.887344,+58d25m34.2s,58.426167,481.00,9.860,5130.00,1.87,6.26,1350,,,,
3266,TrES-1,b,Transit,1,3.03006500,0.039250,,90.000,1.067,0.76900,19h04m09.85s,286.041062,+36d37m57.5s,36.632629,150.00,11.760,5230.00,0.88,0.81,1140,238.99800,11.960,5.00,K0 V
3267,TrES-2,b,Transit,1,2.47061317,0.036700,,83.872,1.247,0.80000,19h07m14.03s,286.808473,+49d18m59.0s,49.316402,213.00,11.411,5850.00,0.98,1.00,1470,380.44251,13.978,4.00,G0 V
3268,TrES-3,b,Transit,1,1.30618581,0.022820,0.000000,81.850,1.336,0.99400,17h52m07.02s,268.029265,+37d32m46.2s,37.546154,228.00,12.402,5650.00,0.93,0.83,,607.03000,14.975,4.40,G4 V
3269,TrES-4,b,Transit,1,3.55392771,0.051600,0.016000,83.070,1.838,0.09900,17h53m13.04s,268.304354,+37d12m42.7s,37.211849,492.00,11.592,6295.00,1.45,1.81,1795,157.00802,20.602,3.80,F8 V
3270,TrES-5,b,Transit,1,1.48224686,0.024590,,84.270,1.194,1.31000,20h20m53.24s,305.221841,+59d26m55.6s,59.448788,360.00,13.718,5171.00,0.90,0.87,1480,568.91570,13.384,,
3271,USco CTIO 108,b,Imaging,1,,670.000000,,,,,16h05m54.08s,241.475320,-18d18m44.4s,-18.312332,,,2700.00,0.06,,,4449.62000,,6.70,M7
3272,UZ For,b,Eclipse Timing Variations,2,5840.00000000,5.900000,0.040000,,,,03h35m28.64s,53.869338,-25d44m21.8s,-25.739395,,,,0.70,,,2002.20000,,,
3273,UZ For,c,Eclipse Timing Variations,2,1916.25000000,2.800000,0.050000,,,,03h35m28.64s,53.869338,-25d44m21.8s,-25.739395,,,,0.70,,,2447.20000,,,
3274,V0391 Peg,b,Pulsation Timing Variations,1,1170.00000000,1.700000,0.000000,,,,22h04m12.11s,331.050440,+26d25m07.9s,26.418860,1400.00,14.570,29300.00,0.50,0.23,,,,,sdBV
3275,V830 Tau,b,Radial Velocity,1,4.92700000,0.057000,,55.000,,,04h33m10.03s,68.291803,+24d33m43.4s,24.562050,150.00,,4250.00,1.00,2.00,,222.48100,,,
3276,VHS J125601.92-125723.9,b,Imaging,1,,102.000000,,,,,12h56m02.15s,194.008964,-12d57m21.7s,-12.956031,12.70,17.759,2620.00,0.07,,,3559.69600,,6.75,M7.5
3277,WASP-1,b,Transit,1,2.51994540,0.038890,0.000000,90.000,1.483,0.34800,00h20m40.07s,5.166978,+31d59m24.0s,31.989990,408.00,11.790,,1.24,1.47,,271.41500,16.623,3.70,F7 V
3278,WASP-10,b,Transit,1,3.09276160,0.037810,,88.490,1.080,4.14000,23h15m58.30s,348.992912,+31d27m46.3s,31.462852,90.00,12.700,4675.00,0.75,0.70,1370,1001.12000,12.106,,
3279,WASP-100,b,Transit,1,2.84937500,0.045700,0.000000,82.600,1.690,0.53000,04h35m50.33s,68.959728,-64d01m37.3s,-64.027039,,,6900.00,1.57,,2190,645.17000,18.940,3.20,F2
3280,WASP-101,b,Transit,1,3.58572200,0.050600,0.000000,85.000,1.410,0.24000,06h33m24.26s,98.351102,-23d29m10.4s,-23.486210,,,6400.00,1.34,1.29,1560,158.91000,15.800,3.60,F6
3281,WASP-103,b,Transit,1,0.92554200,0.019850,,86.300,1.528,0.55000,16h37m15.57s,249.314868,+07d11m00.1s,7.183352,470.00,12.100,6110.00,1.22,1.44,2508,473.54700,17.127,3.80,F8 V
3282,WASP-104,b,Transit,1,1.75541370,0.029180,0.000000,83.630,1.137,1.07400,10h42m24.58s,160.602432,+07d26m06.1s,7.435026,143.00,11.120,5475.00,1.08,0.96,1516,404.26300,12.745,4.80,G8
3283,WASP-106,b,Transit,1,9.28971500,0.091700,0.000000,89.490,1.085,1.86000,11h05m43.14s,166.429747,-05d04m45.9s,-5.079412,283.00,11.210,6055.00,1.19,1.39,1140,611.79700,12.162,3.90,F9
3284,WASP-11,b,Transit,1,3.72247470,0.043500,0.000000,88.600,1.005,0.59400,03h09m28.55s,47.368964,+30d40m24.9s,30.673594,121.70,11.600,4980.00,0.83,0.79,,154.77700,11.265,,
3285,WASP-113,b,Transit,1,4.54216875,0.058850,0.000000,86.460,1.409,0.22800,14h59m29.47s,224.872776,+46d57m36.4s,46.960117,360.00,11.771,5890.00,1.32,1.61,1496,150.96925,15.793,4.10,G1
3286,WASP-114,b,Transit,1,1.54877430,0.028510,0.012000,83.960,1.339,0.97000,21h50m39.46s,327.664437,+10d27m48.5s,10.463482,460.00,12.743,5940.00,1.29,1.43,2043,562.24127,15.009,4.00,G0
3287,WASP-117,b,Transit,1,10.02165000,0.094590,0.302000,89.140,1.021,0.34450,02h27m06.10s,36.775432,-50d17m04.3s,-50.284519,,10.150,6038.00,1.13,1.17,1001,87.55850,11.444,3.90,F9
3288,WASP-118,b,Transit,1,4.04604350,0.054530,0.000000,88.700,1.440,0.23300,01h18m12.13s,19.550543,+02d42m10.2s,2.702824,250.00,11.020,6410.00,1.32,1.70,1729,163.36462,16.141,3.60,F6
3289,WASP-119,b,Transit,1,2.49979000,0.036300,0.058000,85.000,1.400,0.70000,03h43m44.03s,55.933441,-65d11m37.9s,-65.193855,333.00,12.200,5650.00,1.02,1.20,1600,390.93090,15.693,4.50,G5
3290,WASP-12,b,Transit,1,1.09142030,0.023400,0.000000,83.370,1.900,0.26600,06h30m32.79s,97.636640,+29d40m20.2s,29.672291,,11.690,6360.00,1.43,1.66,2580,467.21010,21.297,,
3291,WASP-120,b,Transit,1,3.61127060,0.051400,0.057000,82.540,1.473,2.00000,04h10m27.85s,62.616051,-45d53m53.6s,-45.898220,437.00,11.000,6450.00,1.39,1.87,1880,1541.47550,16.511,3.50,F5
3292,WASP-121,b,Transit,1,1.27492550,0.025440,0.000000,87.600,1.865,0.24300,07h10m24.07s,107.600275,-39d05m50.6s,-39.097393,270.00,10.440,6459.00,1.35,1.46,2358,375.99289,20.905,3.60,F6 V
3293,WASP-123,b,Transit,1,2.97764120,0.042630,0.000000,85.740,1.318,0.52100,19h17m54.88s,289.478676,-32d51m40.1s,-32.861130,214.00,11.100,5740.00,1.17,1.28,1520,285.72917,14.773,4.50,G5
3294,WASP-124,b,Transit,1,3.37265000,0.044900,0.017000,86.300,1.240,0.43000,22h10m51.44s,332.714323,-30d44m58.8s,-30.749672,433.00,12.700,6050.00,1.07,1.02,1400,190.69800,13.899,3.90,F9
3295,WASP-126,b,Transit,1,3.28880000,0.044900,0.180000,87.900,0.960,0.41000,04h13m29.73s,63.373865,-69d13m36.5s,-69.226807,234.00,10.800,5800.00,1.12,1.27,1480,88.99240,10.761,4.20,G2
3296,WASP-127,b,Transit,1,4.17806200,0.052000,,88.700,1.370,0.09000,10h42m14.08s,160.558670,-03d50m06.2s,-3.835064,102.00,10.150,5620.00,1.08,1.39,1400,57.20940,15.356,,
3297,WASP-129,b,Transit,1,5.74814500,0.062800,0.096000,87.700,0.930,1.60000,11h45m11.75s,176.298965,-42d03m50.1s,-42.063927,246.00,12.300,5900.00,1.00,0.90,1100,317.83000,10.424,4.10,G1
3298,WASP-13,b,Transit,1,4.35301100,0.053620,0.000000,85.190,1.389,0.22200,09h20m24.71s,140.102976,+33d52m56.8s,33.882439,155.00,10.420,5826.00,1.09,1.56,,151.59900,15.569,,
3299,WASP-130,b,Transit,1,11.55098000,0.101200,0.000000,88.660,0.890,2.34000,13h32m25.44s,203.105988,-42d28m31.0s,-42.475273,180.00,11.100,5625.00,1.04,0.96,833,390.93090,9.976,4.60,G6
3300,WASP-131,b,Transit,1,5.32202300,0.060700,0.000000,85.000,1.220,0.20000,14h00m46.45s,210.193542,-30d35m00.8s,-30.583567,250.00,10.100,6030.00,1.06,1.53,1460,85.81410,13.675,4.00,G0
3301,WASP-132,b,Transit,1,7.13352100,0.067000,0.000000,89.600,0.870,0.84000,14h30m26.19s,217.609131,-46d09m33.0s,-46.159180,120.00,12.400,4775.00,0.80,0.74,763,130.31030,9.752,5.40,K4
3302,WASP-133,b,Transit,1,2.17642300,0.034500,0.170000,87.000,1.210,0.88000,20h58m18.09s,314.575373,-35d47m47.6s,-35.796555,547.00,12.900,5700.00,1.16,1.44,1790,368.68280,13.563,4.40,G4
3303,WASP-135,b,Transit,1,1.40137940,0.024300,0.000000,82.000,1.300,1.16000,17h49m08.39s,267.284974,+29d52m44.8s,29.879107,300.00,13.280,5675.00,0.98,0.96,,603.87700,14.572,4.50,G5 V
3304,WASP-136,b,Transit,1,5.21535700,0.066100,,84.700,1.380,0.77300,00h01m18.18s,0.325750,-08d55m34.8s,-8.926325,164.00,9.980,6260.00,1.41,2.21,1742,479.92330,15.468,,
3305,WASP-138,b,Transit,1,3.63443300,0.049400,,88.500,1.090,1.20000,02h46m33.38s,41.639084,-00d27m50.1s,-0.463922,308.00,11.810,6272.00,1.22,1.36,1590,387.75260,12.218,,
3306,WASP-139,b,Transit,1,5.92426200,0.062000,0.000000,88.900,0.800,0.31000,03h18m14.93s,49.562229,-41d18m07.7s,-41.302147,230.00,12.400,5310.00,0.92,0.80,910,37.18611,8.967,5.00,K0
3307,WASP-14,b,Transit,1,2.24375200,0.036000,0.091000,84.320,1.281,4.65600,14h33m06.35s,218.276477,+21d53m41.0s,21.894714,160.00,9.750,6475.00,1.21,1.31,,2333.00000,14.360,,
3308,WASP-140,b,Transit,1,2.23598350,0.032300,0.047000,83.300,1.440,1.10000,04h01m32.55s,60.385620,-20d27m03.9s,-20.451092,180.00,11.100,5260.00,0.90,0.87,1320,775.50520,16.141,5.00,K0
3309,WASP-141,b,Transit,1,3.31065100,0.046900,0.000000,87.600,1.210,1.98000,04h47m17.86s,71.824409,-17d06m54.6s,-17.115154,570.00,12.400,5900.00,1.25,1.37,1540,854.96270,13.563,3.90,F9
3310,WASP-142,b,Transit,1,2.05286800,0.034700,0.000000,80.200,1.530,0.31000,09h22m01.53s,140.506393,-23d56m46.2s,-23.946169,840.00,12.300,6010.00,1.33,1.64,2000,266.97720,17.150,3.80,F8
3311,WASP-15,b,Transit,1,3.75206560,0.049900,0.000000,85.500,1.428,0.24700,13h55m42.71s,208.927939,-32d09m34.6s,-32.159607,,11.000,6300.00,1.18,1.48,,172.00000,16.010,,
3312,WASP-157,b,Transit,1,3.95162050,0.052900,0.000000,84.930,1.065,0.64000,13h26m37.25s,201.655192,-08d19m03.2s,-8.317560,,12.910,5838.00,1.26,1.13,1339,182.43442,11.938,4.20,G2 V
3313,WASP-16,b,Transit,1,3.11860090,0.042100,0.000000,85.220,1.008,1.10400,14h18m43.93s,214.683032,-20d16m31.7s,-20.275484,,,5700.00,1.02,0.95,,272.00000,11.300,,
3314,WASP-17,b,Transit,1,3.73543800,0.051500,0.028000,86.830,1.991,0.08170,15h59m50.95s,239.962306,-28d03m42.2s,-28.061733,400.00,11.600,6650.00,1.31,1.57,1771,154.46538,22.317,,
3315,WASP-18,b,Transit,1,0.94145299,0.020260,0.009200,86.000,1.165,8.78000,01h37m25.03s,24.354311,-45d40m40.4s,-45.677887,105.49,9.303,6400.00,1.28,1.23,,3314.83000,13.059,3.60,F6 IV/V
3316,WASP-19,b,Transit,1,0.78883899,0.016340,0.002000,78.780,1.392,0.49200,09h53m40.08s,148.417002,-45d39m33.1s,-45.659191,250.00,12.590,5568.00,0.90,1.00,2520,339.76027,15.603,4.80,G8 V
3317,WASP-2,b,Transit,1,2.15222600,0.031380,,84.810,1.071,0.92000,20h30m54.13s,307.725542,+06d25m46.3s,6.429536,166.00,11.880,5200.00,0.89,0.84,1304,290.80200,12.005,5.10,K1 V
3318,WASP-20,b,Transit,1,4.89962840,0.060000,0.000000,85.560,1.462,0.13200,00h20m38.53s,5.160559,-23d56m08.6s,-23.935728,210.00,10.680,5940.00,1.20,1.39,1379,98.84100,16.388,3.90,F9
3319,WASP-21,b,Transit,1,4.32248200,0.052000,0.000000,88.750,1.070,0.32000,23h09m58.25s,347.492721,+18d23m45.9s,18.396086,242.00,11.580,5800.00,0.89,1.14,,95.34500,11.990,4.30,G3 V
3320,WASP-22,b,Transit,1,3.53273064,0.048900,,88.600,1.199,0.44400,03h31m16.33s,52.818043,-23d49m10.9s,-23.819702,300.00,12.000,6153.00,1.25,1.25,1502,196.10111,13.440,4.10,G1 V
3321,WASP-23,b,Transit,1,2.94442560,0.037600,0.062000,88.390,0.962,,06h44m30.62s,101.127587,-42d45m42.6s,-42.761826,,,5150.00,0.78,0.77,,280.95000,10.783,,
3322,WASP-24,b,Transit,1,2.34121242,0.036510,0.000000,83.640,1.300,0.64800,15h08m51.74s,227.215586,+02d20m35.9s,2.343304,,11.306,6075.00,1.18,1.33,,340.38200,14.571,,
3323,WASP-25,b,Transit,1,3.76482500,0.047300,0.000000,88.000,1.220,0.42200,13h01m26.37s,195.359879,-27d31m19.9s,-27.522200,,11.880,5703.00,1.00,0.92,,184.33400,13.675,,
3324,WASP-26,b,Transit,1,2.75660040,0.039850,0.000000,82.910,1.281,0.64900,00h18m24.70s,4.602897,-15d16m02.3s,-15.267305,250.00,,5939.00,1.11,1.30,,326.71500,14.359,,
3325,WASP-28,b,Transit,1,3.40883000,0.044690,0.000000,88.610,1.213,0.67600,23h34m27.88s,353.616152,-01d34m48.2s,-1.580064,410.00,12.030,6150.00,1.02,1.09,1468,288.26000,13.597,3.80,F8
3326,WASP-29,b,Transit,1,3.92272700,0.045700,0.030000,88.800,0.792,0.65000,23h51m31.09s,357.879538,-39d54m24.2s,-39.906719,70.00,,4800.00,0.82,0.81,,77.54700,8.878,,
3327,WASP-3,b,Transit,1,1.84683550,0.031500,0.003000,84.060,1.400,0.95000,18h34m31.63s,278.631793,+35d39m41.5s,35.661533,220.00,10.500,6400.00,1.23,1.36,,629.30340,15.693,,
3328,WASP-31,b,Transit,1,3.40590960,0.046590,0.000000,84.410,1.549,0.17200,11h17m45.37s,169.439021,-19d03m17.2s,-19.054773,360.00,11.700,6302.00,1.16,1.25,,151.91600,17.363,,
3329,WASP-32,b,Transit,1,2.71865900,0.039400,0.018000,85.300,1.180,2.92600,00h15m50.80s,3.961682,+01d12m01.6s,1.200451,,11.300,6100.00,1.10,1.11,,1144.14000,13.227,,
3330,WASP-33,b,Transit,1,1.21986690,0.025550,,87.670,1.497,,02h26m51.06s,36.712746,+37d33m01.7s,37.550484,116.14,8.142,7430.00,1.50,1.44,,1303.00000,16.780,2.50,A5
3331,WASP-34,b,Transit,1,4.31767820,0.052400,0.038000,85.200,1.220,0.45000,11h01m35.89s,165.399561,-23d51m38.3s,-23.860636,120.00,10.400,5700.00,1.01,0.93,1250,187.51000,13.675,,
3332,WASP-35,b,Transit,1,3.16157500,0.043170,0.000000,87.960,1.320,0.42600,05h04m19.63s,76.081782,-06d13m47.4s,-6.229821,,11.010,5990.00,1.07,1.09,,228.82800,14.796,,
3333,WASP-36,b,Transit,1,1.53736596,0.026770,,83.150,1.327,1.26000,08h46m19.30s,131.580405,-08d01m37.0s,-8.026946,450.00,,5959.00,1.08,0.98,1733,750.39663,14.874,,
3334,WASP-37,b,Transit,1,3.57746900,0.044600,0.000000,88.820,1.160,1.53000,14h47m46.56s,221.943987,+01d03m53.9s,1.064966,343.00,12.704,5800.00,0.93,1.00,,572.07000,13.002,,
3335,WASP-38,b,Transit,1,6.87181500,0.075220,0.031400,88.690,1.094,2.74000,16h15m50.36s,243.959845,+10d01m57.2s,10.032566,110.00,9.447,6150.00,1.20,1.33,,855.24500,12.263,,
3336,WASP-39,b,Transit,1,4.05525900,0.048600,0.000000,87.830,1.270,0.18600,14h29m18.41s,217.326702,-03d26m40.3s,-3.444534,230.00,12.110,5400.00,0.93,0.90,,88.98900,14.235,,
3337,WASP-4,b,Transit,1,1.33823251,,0.000000,86.850,1.330,,23h34m15.08s,353.562841,-42d03m41.1s,-42.061428,300.00,12.500,5436.00,0.89,0.92,1664,386.48128,14.908,4.70,G7 V
3338,WASP-41,b,Transit,2,3.05240400,0.040000,0.026000,89.400,1.180,0.74000,12h42m28.50s,190.618736,-30d38m23.5s,-30.639870,180.00,11.600,5545.00,0.93,0.87,1244,298.76020,13.227,,
3339,WASP-41,c,Radial Velocity,2,421.00000000,1.070000,0.294000,,,,12h42m28.50s,190.618736,-30d38m23.5s,-30.639870,180.00,11.600,5545.00,0.93,0.87,241,,,,
3340,WASP-42,b,Transit,1,4.98168190,0.056100,,88.000,1.122,0.46400,12h51m55.57s,192.981545,-42d04m25.0s,-42.073608,160.00,12.570,5315.00,0.95,0.89,1021,167.49641,12.576,,
3341,WASP-43,b,Transit,1,0.81347500,0.014200,0.000000,82.600,0.930,2.93900,10h19m38.01s,154.908372,-09d48m22.6s,-9.806276,80.00,12.400,4400.00,0.58,0.60,,565.71400,10.424,,
3342,WASP-44,b,Transit,1,2.42380390,0.034730,0.000000,86.020,1.140,0.81100,00h15m36.76s,3.903165,-11d56m17.2s,-11.938115,,12.900,5410.00,0.95,0.93,,282.53900,12.778,,
3343,WASP-45,b,Transit,1,3.12609600,0.040500,,84.686,0.992,1.27500,00h20m57.00s,5.237497,-35d59m53.7s,-35.998260,,12.000,5100.00,0.90,0.92,1170,318.46566,11.119,5.20,K2 V
3344,WASP-46,b,Transit,1,1.43036763,0.023350,,82.800,1.174,1.46700,21h14m56.88s,318.736981,-55d52m18.4s,-55.871780,,12.900,5600.00,0.83,0.86,1636,607.05530,13.159,4.60,G6 V
3345,WASP-47,b,Transit,4,4.16071000,0.052000,0.002800,89.020,1.150,0.98000,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,200.00,11.900,5576.00,1.11,1.16,,383.00000,12.900,,
